filename,width,height,class,xmin,ymin,xmax,ymax
img-2841_jpg.rf.8983426044a049d6781e2473a454aeec.jpg,4032,3024,Tree,1248,256,3016,2753
img-2705_jpg.rf.8a2dd8e34e778e7ff99dd99728580387.jpg,4032,3024,Electric pole,1179,1952,2966,2051
img-2705_jpg.rf.8a2dd8e34e778e7ff99dd99728580387.jpg,4032,3024,Electric pole,1768,993,2841,1072
img-2705_jpg.rf.8a2dd8e34e778e7ff99dd99728580387.jpg,4032,3024,Tree,1161,2647,2356,3024
img-2705_jpg.rf.8a2dd8e34e778e7ff99dd99728580387.jpg,4032,3024,Tree,1984,1092,2582,1691
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,154,0,333,183
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,150,168,362,353
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,36,323,304,468
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,8,414,283,622
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,0,569,290,767
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,440,42,620,199
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,460,124,632,267
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,457,325,705,549
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,914,474,1153,690
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,898,378,1153,517
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,850,245,1060,413
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,786,108,963,268
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,719,23,865,148
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,767,61,915,191
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,920,198,1103,316
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,835,161,1008,297
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,1031,576,1153,768
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,467,164,674,341
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,473,543,767,729
embouteillages-bouchons-route-autoroute-854x5692_jpg.rf.8a5099ebf8b98b6c3eed1ea550cf3273.jpg,1153,768,Car,508,406,788,599
pexels-photo-8919466_jpeg.rf.8ab3bac23a9c19489fdb59d941d7aa87.jpg,1125,750,Bicycle,319,92,878,712
334384738_3472379002999400_4938387348592807107_n_jpg.rf.8a7dc0860710bdf58a3b1842ce3b008f.jpg,2048,1425,Bus,178,382,1757,1162
old-stoves-in-roman-market-square_jpg.rf.8aa28a113e913e88a762183ae24c11a0.jpg,407,612,Uncovered manhole,137,471,347,583
old-stoves-in-roman-market-square_jpg.rf.8aa28a113e913e88a762183ae24c11a0.jpg,407,612,Uncovered manhole,65,377,221,434
old-stoves-in-roman-market-square_jpg.rf.8aa28a113e913e88a762183ae24c11a0.jpg,407,612,Uncovered manhole,35,330,147,362
old-stoves-in-roman-market-square_jpg.rf.8aa28a113e913e88a762183ae24c11a0.jpg,407,612,Uncovered manhole,17,299,95,321
stock-photo-rear-view-of-empty-city_jpg.rf.8ae02918e5a4d599ec3e7278eb63c56d.jpg,422,608,Bus,32,132,414,469
autobus_krakow_0054_jpg.rf.8ab812bdef4c69044ea508fe02a36a47.jpg,1280,1280,Bus,422,440,971,880
autobus_krakow_0054_jpg.rf.8ab812bdef4c69044ea508fe02a36a47.jpg,1280,1280,Bus,291,538,490,763
serviceberry-tree-scaled-1-768x1024_jpg.rf.8a768e2e6c4c799b997f1bc75a093572.jpg,768,1024,Tree,152,185,505,730
istockphoto-1524260145-612x612_jpg.rf.8a70fd380f8d0f360bcaef0c7f1d65e2.jpg,612,490,Dog,0,104,357,421
istockphoto-1524260145-612x612_jpg.rf.8a70fd380f8d0f360bcaef0c7f1d65e2.jpg,612,490,Dog,312,37,592,420
autobus_gdansk_0253_jpg.rf.8ae1225f4ba2f95a21115426d543117b.jpg,1280,1280,Bus,332,401,974,851
pexels-photo-8627286_jpeg.rf.8b06780b41143d06629041d423c2f5d8.jpg,1125,750,Person,877,317,993,566
pexels-photo-8627286_jpeg.rf.8b06780b41143d06629041d423c2f5d8.jpg,1125,750,Person,663,306,837,664
img-2078_jpg.rf.8b2da8c5e2cee2738fe07781429f1996.jpg,3205,4807,Person,484,515,2345,3786
img-2078_jpg.rf.8b2da8c5e2cee2738fe07781429f1996.jpg,3205,4807,Person,1729,1162,2229,1782
img-2078_jpg.rf.8b2da8c5e2cee2738fe07781429f1996.jpg,3205,4807,Person,1553,1828,2429,3759
autobus_bydgoszcz_0088_jpg.rf.8b2625711761d50d33274e8e6a8cce7e.jpg,1280,1280,Bus,286,174,1280,1088
autobus_bydgoszcz_0088_jpg.rf.8b2625711761d50d33274e8e6a8cce7e.jpg,1280,1280,Person,166,562,258,844
autobus_bydgoszcz_0088_jpg.rf.8b2625711761d50d33274e8e6a8cce7e.jpg,1280,1280,Traffic signs,206,393,252,561
autobus_bydgoszcz_0088_jpg.rf.8b2625711761d50d33274e8e6a8cce7e.jpg,1280,1280,Person,44,755,112,851
autobus_bydgoszcz_0088_jpg.rf.8b2625711761d50d33274e8e6a8cce7e.jpg,1280,1280,Person,0,526,68,844
IMG_6555_jpg.rf.8b247ed7c0619ba625cf8d8cbe2e7da1.jpg,1280,1280,Bus,0,412,1280,1280
img-2174_jpeg.rf.8b14bd7002e06be36f2517467f60c80c.jpg,768,1024,Traffic signs,330,137,448,245
img-2174_jpeg.rf.8b14bd7002e06be36f2517467f60c80c.jpg,768,1024,Traffic signs,330,246,446,795
img-2174_jpeg.rf.8b14bd7002e06be36f2517467f60c80c.jpg,768,1024,Electric pole,82,293,134,572
img-2174_jpeg.rf.8b14bd7002e06be36f2517467f60c80c.jpg,768,1024,Car,318,504,350,544
img-2174_jpeg.rf.8b14bd7002e06be36f2517467f60c80c.jpg,768,1024,Electric pole,229,418,254,527
img-2174_jpeg.rf.8b14bd7002e06be36f2517467f60c80c.jpg,768,1024,Electric pole,257,451,271,537
exposed-manhole-1434492346yGx_jpg.rf.8aeefb895ca957daee6e44007202cd8e.jpg,1920,1080,Uncovered manhole,483,450,1073,1018
autobus_gdynia_0340_jpg.rf.8b1357a8760b49314d766dca64fa911f.jpg,1280,1280,Bus,555,432,1021,868
autobus_gdynia_0340_jpg.rf.8b1357a8760b49314d766dca64fa911f.jpg,1280,1280,Bus,298,542,514,779
moto-yamaha-XTZ150_blanco2_png.rf.8b4ae77ef6e530de068d488f2ee763d5.jpg,1000,1000,Motorcycle,83,62,894,948
Pourquoi-le-Berger-Allemand-a-t-il-une-couleur-noir-et-feu-1024x603_jpg.rf.8ab0b3153e33ad27c3dc5e834d6618b7.jpg,1024,603,Dog,4,62,769,595
istockphoto-1134620853-612x612_jpg.rf.8b343f2f0ea7c87ff90bbcf65e6eee71.jpg,612,408,Bicycle,375,178,464,351
istockphoto-1134620853-612x612_jpg.rf.8b343f2f0ea7c87ff90bbcf65e6eee71.jpg,612,408,Bicycle,201,191,278,362
istockphoto-1466896549-612x612_jpg.rf.8b2fbf290358104c5652909b18688496.jpg,612,408,Bicycle,310,250,475,345
img-2163_jpg.rf.8b45f4e8d1b8ce278d33b6f256c38abb.jpg,800,530,Uncovered manhole,126,188,447,420
solar-street-light-pole_jpg.rf.8b4417c95aec852594b50741af3166ff.jpg,390,245,Electric pole,81,56,161,245
solar-street-light-pole_jpg.rf.8b4417c95aec852594b50741af3166ff.jpg,390,245,Electric pole,195,96,247,238
solar-street-light-pole_jpg.rf.8b4417c95aec852594b50741af3166ff.jpg,390,245,Electric pole,248,116,289,227
solar-street-light-pole_jpg.rf.8b4417c95aec852594b50741af3166ff.jpg,390,245,Electric pole,282,129,316,221
solar-street-light-pole_jpg.rf.8b4417c95aec852594b50741af3166ff.jpg,390,245,Electric pole,308,139,337,216
solar-street-light-pole_jpg.rf.8b4417c95aec852594b50741af3166ff.jpg,390,245,Electric pole,327,147,352,214
solar-street-light-pole_jpg.rf.8b4417c95aec852594b50741af3166ff.jpg,390,245,Electric pole,339,152,361,212
solar-street-light-pole_jpg.rf.8b4417c95aec852594b50741af3166ff.jpg,390,245,Electric pole,354,157,372,209
0864e567ab755ecdbae1eab678ec47c7_jpg.rf.8b3e75c047bf84449e61ea95c55bae37.jpg,800,640,Tree,253,17,595,577
732727939998fab844c499bfb0b5d4ec8f95ae7c_jpg.rf.8b6810f2f6bcf8fd2bf194e8988306de.jpg,800,800,Tree,90,21,749,770
Autobusy-w-Krakowie_365_jpg.rf.8b6400e572bb21772f94f1b061743c4f.jpg,1280,1280,Bus,128,263,1207,1058
img-21_jpeg.rf.8ad31a428cf00bda5c7650425af9c058.jpg,5400,3600,Person,2393,471,4099,3599
english-oak_200_jpg.rf.8b7549c6c867be78c192cfd907f9dedc.jpg,181,200,Tree,3,15,178,160
img-2425_jpg.rf.8b6fe5f5cc69c25ee38e3c4782a44484.jpg,2000,1333,Person,1144,167,1785,1331
img-2425_jpg.rf.8b6fe5f5cc69c25ee38e3c4782a44484.jpg,2000,1333,Person,389,846,626,1172
img-2425_jpg.rf.8b6fe5f5cc69c25ee38e3c4782a44484.jpg,2000,1333,Person,47,157,580,1332
autobus_lublin_0573_jpg.rf.8b759d754823554edc03c94e973f1d61.jpg,1280,1280,Bus,470,401,1001,864
AM250_026_Liriodendron_Autumn_jpg.rf.8b7dd2660621361023ce497f62c4b10f.jpg,1400,1400,Tree,343,47,1054,1372
Capture-d-ecran-2023-07-09-123605_png.rf.8b7de1e6abddf2bd9db0cac146fbb329.jpg,640,447,Motorcycle,86,82,600,409
img-2744_jpg.rf.8b7e1907ad6b9762bba46393d316594d.jpg,4032,3024,Tree,1244,1711,2107,1862
img-2744_jpg.rf.8b7e1907ad6b9762bba46393d316594d.jpg,4032,3024,Tree,1099,2158,2043,3023
img-2744_jpg.rf.8b7e1907ad6b9762bba46393d316594d.jpg,4032,3024,Tree,1501,991,1954,1201
road204_png.rf.8bb10c3937d946078823a28cb818539f.jpg,300,400,Traffic signs,128,128,235,233
10067606715_jpg.rf.8bd1f8187ef93261cedb5188fe6a0160.jpg,640,480,Car,15,9,607,382
ef5e92746e836f0f6562f23ac57b49a9_jpg.rf.8c06a0fbdc450f2e2c73b9f0065a3749.jpg,564,752,Tree,52,90,521,648
19634168b9be431f79507ce1bbfab6f0_jpg.rf.8c23b455a4abee61bfeeb8c1cea67110.jpg,710,710,Tree,171,57,539,592
autobus_gdansk_0039_jpg.rf.8bc0f48edbe23969f806643036251df3.jpg,1280,1280,Bus,465,624,552,780
autobus_gdansk_0039_jpg.rf.8bc0f48edbe23969f806643036251df3.jpg,1280,1280,Bus,558,569,1041,857
autobus_gdansk_0039_jpg.rf.8bc0f48edbe23969f806643036251df3.jpg,1280,1280,Traffic signs,505,557,739,896
autobus_gdansk_0039_jpg.rf.8bc0f48edbe23969f806643036251df3.jpg,1280,1280,Person,355,675,395,780
5ede42b39bfc9_image_70295715_jpg.rf.8c083cc413f9867a1dde7f6836857ee2.jpg,600,400,Bus,67,154,179,252
5ede42b39bfc9_image_70295715_jpg.rf.8c083cc413f9867a1dde7f6836857ee2.jpg,600,400,Bus,179,166,295,257
5ede42b39bfc9_image_70295715_jpg.rf.8c083cc413f9867a1dde7f6836857ee2.jpg,600,400,Bus,296,171,399,256
5ede42b39bfc9_image_70295715_jpg.rf.8c083cc413f9867a1dde7f6836857ee2.jpg,600,400,Bus,395,170,474,253
IMG-20230524-WA0065_jpg.rf.8b9f6d07397c418359669125e0c55334.jpg,768,1024,Traffic signs,294,442,355,782
IMG-20230524-WA0065_jpg.rf.8b9f6d07397c418359669125e0c55334.jpg,768,1024,Tree,214,170,564,679
IMG-20230524-WA0065_jpg.rf.8b9f6d07397c418359669125e0c55334.jpg,768,1024,Tree,51,502,107,724
IMG-20230524-WA0065_jpg.rf.8b9f6d07397c418359669125e0c55334.jpg,768,1024,Car,122,609,166,624
IMG-20230524-WA0065_jpg.rf.8b9f6d07397c418359669125e0c55334.jpg,768,1024,Car,186,611,229,625
IMG-20230524-WA0065_jpg.rf.8b9f6d07397c418359669125e0c55334.jpg,768,1024,Car,230,611,268,624
IMG-20230524-WA0065_jpg.rf.8b9f6d07397c418359669125e0c55334.jpg,768,1024,Car,292,611,315,626
IMG-20230524-WA0065_jpg.rf.8b9f6d07397c418359669125e0c55334.jpg,768,1024,Motorcycle,387,639,420,684
5ff8cd02417c3_jpg.rf.8ba319bdf3ee1770d3608558f75e5db6.jpg,1320,642,Tree,879,45,1085,442
5ff8cd02417c3_jpg.rf.8ba319bdf3ee1770d3608558f75e5db6.jpg,1320,642,Tree,730,45,883,422
5ff8cd02417c3_jpg.rf.8ba319bdf3ee1770d3608558f75e5db6.jpg,1320,642,Tree,841,185,929,427
road58_png.rf.8bc7f87f6e42f65b877e97690de0707b.jpg,400,301,Traffic signs,61,26,329,296
istockphoto-1452550345-612x612_jpg.rf.8c1867ed19ec87edee852d2874ae110f.jpg,612,506,Bicycle,288,286,359,450
istockphoto-1452550345-612x612_jpg.rf.8c1867ed19ec87edee852d2874ae110f.jpg,612,506,Bicycle,35,174,277,454
istockphoto-1452550345-612x612_jpg.rf.8c1867ed19ec87edee852d2874ae110f.jpg,612,506,Bicycle,388,192,513,473
25083445_g_jpg.rf.8c1f3d4067c03afb38665b52db103d96.jpg,800,599,Motorcycle,44,46,758,538
Capture-d-ecran-2023-07-18-122741_png.rf.8c261437dae75a7d59d6b2a1f8e2e63d.jpg,724,405,Bus,213,165,549,393
img-3060_jpg.rf.8b8eed05cb283ddcfcac8edc1d734eea.jpg,4032,3024,Tree,2274,649,3127,971
img-3060_jpg.rf.8b8eed05cb283ddcfcac8edc1d734eea.jpg,4032,3024,Tree,913,0,2529,1500
9a15cae00eddd7415b43a191391940ccdcc7ef7c_jpg.rf.8c3c0ade79fa6528e47a0e720329d7da.jpg,1500,1500,Tree,267,175,1170,1425
square-black-hole-on-floor_jpg.rf.8bb160d269a5a5c21256d5beedc217a4.jpg,612,393,Uncovered manhole,231,150,382,266
1195234_jpg.rf.8c3f97dd0ebcca3f515e5e983c09d263.jpg,1280,720,Motorcycle,335,79,930,638
1195234_jpg.rf.8c3f97dd0ebcca3f515e5e983c09d263.jpg,1280,720,Motorcycle,335,79,930,638
REPARTIDORES-COVID-MOTO_jpg.rf.8bea80146530eee0a5419fda0384001a.jpg,1200,740,Motorcycle,301,244,1092,713
REPARTIDORES-COVID-MOTO_jpg.rf.8bea80146530eee0a5419fda0384001a.jpg,1200,740,Person,526,4,853,598
20230604_184611_jpg.rf.8b796b3f701e606833f24ed180986668.jpg,3024,4032,Motorcycle,1193,1879,2095,2445
20230604_184611_jpg.rf.8b796b3f701e606833f24ed180986668.jpg,3024,4032,Person,781,1812,930,2227
3fbd5dfde880e64974bb2a5857c3faa3_jpg.rf.8c54ac2ee12f6ab9c2301fb8e3efa02a.jpg,710,710,Tree,268,140,498,610
deep-exploration-borehole_jpg.rf.8bbe895f4ee4a45c660ee78a615df03d.jpg,612,459,Uncovered manhole,108,1,513,439
3fbe7a36-9a59-b094-c565-70117cee5865_jpg.rf.8c00ed61e90dc71c346a3d64b0d61ce6.jpg,350,262,Dog,65,21,218,262
3fbe7a36-9a59-b094-c565-70117cee5865_jpg.rf.8c00ed61e90dc71c346a3d64b0d61ce6.jpg,350,262,Dog,221,69,350,262
images10_jpg.rf.8c45e14ec0d0775ace2ea16d6e50d090.jpg,259,194,Bicycle,29,43,224,191
337532321_766109555039057_4084414860940520609_n_jpg.rf.8c565ca121b51965800ec3bc91966909.jpg,1080,1440,Motorcycle,197,66,1062,1249
d299fb6b0921725e38deb7a904f296b4_jpg.rf.8c5a2476ae674195485b744a17d29d5e.jpg,511,800,Tree,173,21,485,674
d299fb6b0921725e38deb7a904f296b4_jpg.rf.8c5a2476ae674195485b744a17d29d5e.jpg,511,800,Tree,0,307,131,655
img-2160_jpg.rf.8c65aa7515787e68b1653a0ed6b8debc.jpg,1024,476,Person,226,43,902,475
RDAC591XETEF_jpg.rf.8c5f64b66255fb271a73976069f6172c.jpg,640,406,Bicycle,4,6,638,400
autobus_gdynia_0154_jpg.rf.8c8b615142e716a58de6399e50561c99.jpg,1280,1280,Bus,881,585,930,728
autobus_gdynia_0154_jpg.rf.8c8b615142e716a58de6399e50561c99.jpg,1280,1280,Bus,449,550,869,752
342567560_966639397669345_334286913152993216_n_jpg.rf.8c69e064c5b0089a4345bc60779223e1.jpg,1080,1336,Person,126,94,612,1108
342567560_966639397669345_334286913152993216_n_jpg.rf.8c69e064c5b0089a4345bc60779223e1.jpg,1080,1336,Motorcycle,167,277,1041,1292
